X,Y
12.1027501596,3.1851308559
12.242946533,3.1850365137
12.2427025741,3.1850776165
12.2291090228,3.1893049777
12.2897019512,3.2085649485
12.2869173517,3.2080137449
12.2842350694,3.2063804471
12.2817536813,3.2037250778
12.2795643491,3.2001451325
12.2777475276,3.195772243
12.276369986,3.1907670441
12.2756017549,3.1863002157
12.0716752757,3.1864216177
12.0709229394,3.1907670441
12.0695453978,3.195772243
12.0677285763,3.2001451325
12.0655392441,3.2037250778
12.0630578561,3.2063804471
12.0603755737,3.2080137449
12.0575909742,3.2085649485
12.0652199361,3.2092060945
12.0960384909,3.2117961245
12.107630927,3.2134114559
12.8697516907,6.4082067035
12.8694342541,6.4066901751
12.8651549204,6.4003899799
13.010400347,6.4107265431
13.0218817594,6.4093711362
13.0316806553,6.405259466
11.9872824347,7.1723646991
11.9869649511,7.1708481885
11.9826856441,7.1645479788
12.1279310601,7.1748845509
12.1394125438,7.1735290953
12.1492114139,7.1694174401
12.42851707,6.6629260282
12.4281996204,6.6614095073
12.4239202867,6.6551093121
12.5691657263,6.6654458678
12.5806471386,6.6640904609
12.5904460346,6.6599787907
12.4285170554,6.9176453744
12.4281996237,6.9161288339
12.4239202649,6.9098286541
12.5691657327,6.9201651963
12.5806471127,6.9188098005
12.5904460346,6.9146981154
13.3109863115,6.1534873788
13.3106688878,6.1519708429
13.3063895282,6.1456706627
13.4516349936,6.1560072035
13.4631163801,6.1546518115
13.472915302,6.1505401264
12.8697516956,6.6629260385
12.8694342444,6.6614095092
12.865154918,6.6551093107
13.010400351,6.665445873
13.0218817596,6.6640904607
13.0316806598,6.6599787882
13.7522209841,5.8987680241
13.7519035086,5.8972515182
13.7476242008,5.8909513081
13.8928696144,5.9012878788
13.9043510008,5.8999324868
13.9141499746,5.8958207717
13.7522209695,6.1534873704
13.7519034859,6.1519708598
13.7476241789,6.1456706501
13.8928696468,6.1560071922
13.9043510268,6.1546517965
13.9141498968,6.1505401413
11.9872824493,6.9176453529
11.9869649738,6.916128847
11.982685666,6.9098286368
12.1279310796,6.9201652075
12.1394125179,6.9188097856
12.1492113879,6.9146981304
13.3109863228,6.40820671
13.3106688651,6.4066901845
13.3063895582,6.4003899748
13.4516349742,6.4107265469
13.463116406,6.4093711212
13.4729152761,6.405259466
14.6590411273,5.8736657401
14.656151154,5.8766165515
14.6423943407,5.8872581738
14.9881480386,5.1903861438
14.9883098358,5.1857222373
14.9831492062,5.1663693639
14.9732513179,5.1494672737
14.9591033965,5.1341010648
14.9387241254,5.1188869183
14.9137958488,5.1059309093
14.8850190969,5.0957456797
14.8531515091,5.0886644587
14.8189867775,5.0849790912
14.7836243569,5.0848197292
14.7480840451,5.0882299692
14.7134131286,5.0950414081
14.6808683516,5.1049683946
14.6511593477,5.1176292726
14.6256894388,5.1322702239
14.6046032326,5.1484597236
14.5891066303,5.1648460201
14.5785725627,5.1812920423
14.5732203848,5.196655786
14.5729737158,5.2014759564
11.0549024955,7.2427656409
11.0430368976,7.2430129174
11.0077842193,7.2467222324
10.9747708257,7.2531113619
10.9443371246,7.2619812249
10.9181107322,7.2727646308
10.896219196,7.2851262241
10.8799101209,7.2979877688
10.86870146,7.3109299405
10.8625401409,7.3230603666
10.8606507404,7.3341913451
14.5676797958,5.7111698091
14.49971038,5.685897474
14.4282603686,5.6691904
14.5676797958,5.8238524459
14.49971038,5.8280973282
14.4282603686,5.8227000739
14.2751672305,5.9110788613
14.2988883925,5.900350339
14.3263677502,5.8932107567
14.3560082746,5.8900750493
14.3860874765,5.8911253952
14.414857173,5.8963007988
14.4406454907,5.9053004173
14.4619535668,5.9176013078
14.4775430524,5.9324885868
14.4865080858,5.949096979
14.4885556018,5.9621043565
14.5403322702,6.0641553804
14.5157459777,6.0766026288
14.4885555694,6.0870908285
14.6050370617,5.9247510866
14.6114168478,5.9432665423
14.6135556266,5.9621043452
14.6114168478,5.9809421332
14.6050370812,5.9994576076
14.5945254793,6.0173339704
14.5800619363,6.0342653273
14.5618939767,6.049961956
14.5403322702,6.0641553804
14.4282603686,5.8227000739
14.4592264536,5.828768285
14.4885556278,5.8371178807
14.515746002,5.8476060458
14.5403322572,5.8600533624
14.5618939783,5.8742467055
14.5800619817,5.8899433744
14.5945254728,5.9068747462
14.6050370617,5.9247510866
14.1220741961,5.9994575889
14.11569441,5.9809421332
14.1135556312,5.9621043303
14.11569441,5.9432665423
14.1220741766,5.9247510679
14.1325856748,5.906874765
14.1470492178,5.8899434081
14.1652172811,5.8742467195
14.1867788839,5.860053355
14.6423943277,5.8721400534
14.624182046,5.8181435362
14.6050370617,5.7712414127
14.6423943277,5.9848226902
14.624182046,5.9603433904
14.6050370617,5.9247510866
14.0847168264,5.8985590081
14.1029292118,5.9525554654
14.1220741961,5.9994575889
14.159431462,6.0595291925
14.2274007741,6.0848015875
14.2385556009,6.0874098838
14.4885556342,6.0879176221
14.5016216758,6.083375771
14.5403322702,6.0641553804
11.5603456465,7.3294285014
11.4923762307,7.325183679
11.4209262128,7.330580922
11.5603456465,7.4421111381
11.4923762307,7.4673835332
11.4209262128,7.4840905959
11.360631012,7.6234948523
11.362678515,7.6104874824
11.3716435095,7.5938790826
11.3872330276,7.5789918523
11.4085411426,7.5666909394
11.434329376,7.5576913022
11.4630990855,7.552515921
11.4931782809,7.5514655714
11.522818841,7.5546013068
11.5502982861,7.5617408274
11.574019325,7.5724693684
11.2441495326,7.5861416012
11.2546611345,7.5682652384
11.2691246775,7.5513338815
11.2872926371,7.5356372528
11.3088543436,7.5214438284
11.3334406361,7.50899658
11.3606310444,7.4985083803
11.3899601926,7.4901587547
11.4209262128,7.4840905959
11.3088543566,7.7255458464
11.2872926355,7.7113525033
11.2691246322,7.6956558344
11.254661141,7.6787244626
11.2441495521,7.6608481222
11.237769766,7.6423326665
11.2356309872,7.6234948636
11.237769766,7.6046570756
11.2441495326,7.5861416012
11.360630986,7.7484813281
11.3334406118,7.737993163
11.3088543566,7.7255458464
11.662407717,7.5214438358
11.6839693343,7.5356372388
11.7021373377,7.5513339077
11.7166009326,7.5682652197
11.7271124178,7.5861416199
11.7334922038,7.6046570756
11.7356309826,7.6234948785
11.7334922038,7.6423326665
11.7271124372,7.6608481409
11.2815068958,7.4852429642
11.2632944974,7.539239474
11.2441495326,7.5861416012
11.2815068958,7.3725603275
11.2632944974,7.3970396198
11.2441495326,7.4326319273
11.6106310032,7.748723568
11.6262504474,7.7447895009
11.6897551777,7.7209196809
11.6897551777,7.7209196809
11.7079674724,7.6964404484
11.7271124372,7.6608481409
11.3088543566,7.7255458464
11.3384572318,7.7407978363
11.3606310509,7.7492962657
11.3274903883,7.3124697492
11.3611311623,7.2985532873
11.3983684318,7.2881266706
11.4381264879,7.2814911312
11.4792569223,7.2788382804
11.5205715092,7.2802447846
11.5608766304,7.2856700862
11.5990081237,7.2949573633
11.6338644648,7.3078383165
11.6644385198,7.3239409625
11.6898473124,7.3427999928
11.7093566189,7.363870733
11.722403131,7.3865443317
11.7286096407,7.4101659859
11.7291309798,7.4193596855
14.2054150323,5.6510792159
14.2390557025,5.6371628139
14.2762929721,5.6267361972
14.3160511319,5.6201005979
14.3571815662,5.6174477471
14.3984960495,5.6188543112
14.4388012744,5.6242795529
14.4769327677,5.63356683
14.5117890051,5.6464478431
14.5423631638,5.6625504292
14.5677718526,5.6814095194
14.5872812629,5.7024801997
14.6003276713,5.7251538583
14.6065342847,5.7487754526
14.6070556238,5.7579691522
12.8107491233,6.4292361875
12.8369064334,6.4170082103
12.8668960706,6.4081869647
12.8994073629,6.4031580012
12.9330193969,6.4021410923
12.9662631773,6.4051806759
12.9976857841,6.4121439171
13.0259138796,6.4227265082
13.0497138013,6.4364659105
13.0680453664,6.4527616394
13.0801073674,6.4709015279
13.0853726576,6.4900927576
13.0855933057,6.494957034
13.6932184037,5.9197975157
13.7193757137,5.9075695384
13.749365338,5.8987483003
13.7818766044,5.8937193518
13.8154887031,5.8927024055
13.8487324836,5.8957419891
13.8801550774,5.9027052378
13.9083831211,5.9132878588
13.9321830427,5.9270272611
13.9505146597,5.9433229601
13.9625766737,5.9614628411
13.9678419639,5.9806540708
13.9680625472,5.9855183846
13.2519837829,6.1745168404
13.2781410412,6.1622888931
13.3081307173,6.153467625
13.3406419837,6.1484386765
13.3742540305,6.1474217601
13.407497811,6.1504613437
13.4389204048,6.1574245924
13.4671485003,6.1680071835
13.490948422,6.1817465858
13.5092799871,6.1980423147
13.5213420011,6.2161821957
13.5266072913,6.2353734255
13.5268279264,6.2402377093
13.6932183721,6.1745168521
13.7193756825,6.1622888751
13.7493653174,6.153467643
13.7818766303,6.1484386616
13.8154886772,6.1474217452
13.8487324123,6.1504613624
13.8801550126,6.1574246149
13.9083831535,6.1680071722
13.9321830751,6.1817465746
13.9505145949,6.1980423372
13.9625766024,6.2161822144
13.967841938,6.2353734105
13.9680625763,6.2402376962
13.2519837513,6.4292361768
13.2781410618,6.4170081998
13.3081306966,6.4081869677
13.3406419837,6.4031580012
13.3742540305,6.4021410848
13.4074978175,6.4051806721
13.4389203919,6.4121439396
13.4671485327,6.4227264969
13.4909484544,6.4364658993
13.5092799742,6.4527616619
13.5213420076,6.4709015242
13.5266072913,6.4900927502
13.5268279297,6.4949570358
12.3695144896,6.6839555197
12.3956717997,6.6717275425
12.425661424,6.6629063044
12.4581727422,6.6578773259
12.4917847632,6.6568604245
12.5250285436,6.6599000081
12.5564511374,6.6668632568
12.5846792589,6.6774458329
12.6084791805,6.6911852352
12.6268107197,6.7074809791
12.6388727337,6.7256208601
12.6441380239,6.7448120898
12.6443586849,6.7496763586
11.9282798373,7.1933941808
11.9544371478,7.1811662038
11.9844267826,7.1723449718
12.0169380437,7.1673160202
12.0505501424,7.1662990739
12.0837939294,7.1693386612
12.1152165297,7.1763019137
12.1434446705,7.186884471
12.1672445922,7.2006238734
12.185576112,7.216919636
12.1976381195,7.2350595132
12.2029034032,7.2542507392
12.2031240934,7.2591149949
11.9282798689,6.9386748444
11.9544371789,6.9264468672
11.9844268032,6.9176256291
12.0169381215,6.9125966506
12.0505501165,6.9115797641
12.083793897,6.9146193477
12.1152164908,6.9215825965
12.1434446381,6.9321651575
12.1672445598,6.9459045599
12.1855760731,6.9622003187
12.1976380871,6.9803401998
12.2029033773,6.9995314295
12.2031240642,7.0043956833
12.8107491176,6.683955509
12.8369064216,6.6717275357
12.8668960694,6.6629062962
12.8994073597,6.6578773278
12.9330193952,6.6568604179
12.9662631749,6.6599000095
12.99768578,6.6668632591
13.0259138881,6.6774458354
13.0497138098,6.6911852378
13.0680453623,6.7074809814
13.080107365,6.7256208615
13.085372656,6.7448120833
13.0855933057,6.7496763624
12.369514458,6.9386748561
12.3956717685,6.9264468791
12.4256614552,6.9176256171
12.4581727163,6.9125966656
12.4917847632,6.9115797492
12.5250285501,6.9146193365
12.5564511504,6.921582589
12.5846792394,6.9321651763
12.6084791611,6.9459045786
12.6268107327,6.9622003113
12.6388727402,6.9803401885
12.6441380239,6.9995314145
12.6443586623,7.0043957002
14.0100021907,6.7319356099
14.0551962076,6.7088219087
14.1048867353,6.6890215806
14.1583492452,6.6728233001
14.2148040621,6.6604633112
14.2734280831,6.6521217753
14.3333663671,6.6479203618
14.3937448648,6.6479203768
14.4536831747,6.6521217454
14.5123072086,6.6604632588
14.5687619607,6.6728233599
14.6222245743,6.6890215806
14.6719150242,6.7088219536
14.7171089374,6.7319356249
14.7571473287,6.7580255156
14.7914462971,6.7867112018
14.8195054785,6.8175745117
14.8409161216,6.8501651463
14.8553656123,6.8840080808
14.8626433847,6.9186097306
14.8634034332,6.9431591559
14.771520607,7.3475117821
14.7718028737,7.3469068484
14.7741007014,7.3417301201
14.6932546664,6.7190369347
14.6811815751,6.6961736815
14.6610887794,6.6707747378
14.6349390886,6.6472850559
14.6032648446,6.626182817
14.5667107339,6.6078976652
14.5260210026,6.59280177
14.4820239746,6.5812024459
14.4356152801,6.5733358228
14.3877396389,6.5693620771
14.3393716189,6.569362107
14.2914959517,6.5733358677
14.2450873091,6.5812024309
14.2010901839,6.5928017812
14.1604004299,6.6078976895
14.1238463873,6.6261828619
14.0921721076,6.6472850615
14.0660223942,6.6707747565
14.0459296568,6.6961736964
14.0338565525,6.7190368823
13.3627667263,7.797012723
13.3608702931,7.7979177751
13.3590512259,7.7984046369
13.1923803196,7.7900386711
13.19475633,7.7912930201
13.1970665508,7.7919276055
13.5256340844,7.9714901314
13.5450194568,7.9560917047
13.554291608,7.9385462634
13.5536673518,7.9325833422
12.295519262,8.3407062105
12.2967680983,8.354537648
12.3096400313,8.3739672756
12.3235525359,8.3849304971
13.2543048242,7.9631558208
13.2451762116,7.9621376024
13.2300017996,7.9623761271
13.2637573651,7.9428894539
13.2633659662,7.9434303992
13.2629328828,7.9449494319
13.2633942609,7.9464649516
13.2646980241,7.9478052743
13.2648434948,7.9479058665
13.3403894153,7.898650713
13.3396671428,7.9039641982
13.3418371083,7.9126245088
13.3494375651,7.9862230645
13.3497381815,7.98533058
13.3495200257,7.9835789947
13.3482645715,7.981986956
13.347011924,7.9811545367
13.3445335734,7.980217063
12.7685453603,8.2356648588
12.7731495343,8.2351665
12.7825136889,8.2355174884
12.79113625,8.2376110986
12.795705178,8.2397001405
12.8011341369,8.2440301299
12.8037220742,8.2491369667
12.8031771935,8.2544560492
12.8025665458,8.2557216576
12.8025665458,8.2557216576
12.7984900062,8.2607096131
12.7953278842,8.2631760326
12.7953278842,8.2631760326
12.8018670918,8.2605979786
12.8100119586,8.259229292
12.8184390305,8.2594393433
12.8261993553,8.2611947863
12.8303110777,8.2629894922
12.8351995975,8.2667554081
12.8375285246,8.2712383302
12.8376733072,8.2724186932
12.7721646246,8.316467343
12.7718331616,8.3141916323
12.7700814332,8.3119647865
12.7683334447,8.3107985808
12.7680919547,8.3106725239
12.6847431329,8.2572732922
12.6780037806,8.259262621
12.6737093866,8.2598674408
12.6737093866,8.2598674408
12.6702537569,8.2599914366
12.6629999799,8.2591856527
12.6565771033,8.2570095139
12.6517089329,8.2537035029
12.6489446243,8.249641279
12.6485968142,8.2452862686
12.6493372976,8.2431855159
12.6532518132,8.2343361933
12.6551971317,8.2286140161
12.6553985776,8.2269404052
12.6163779617,8.2290817314
12.6286330861,8.2194071157
12.6373405029,8.2153116056
12.6373405029,8.2153116056
12.641313944,8.2139467613
12.6451698776,8.2132184913
12.6451698776,8.2132184913
12.6493282815,8.2128198231
12.6568049849,8.2132907642
12.6636947411,8.2152019017
12.6673500002,8.2170355674
12.6716877019,8.2207562428
12.6737549613,8.2250727948
12.6738355033,8.2256007916
12.6738355033,8.2256007916
12.6728187651,8.2326307011
12.671183614,8.2358019886
12.6660061383,8.2465367977
12.666428336,8.2479337037
12.6676225637,8.2491983162
12.6694541147,8.2501653113
12.6717163804,8.250725234
12.6741540613,8.2508155675
12.6764921633,8.2504274732
12.6765611322,8.2504077782
12.6765611322,8.2504077782
12.6835373288,8.247469597
12.6886213086,8.2432121371
12.6905046519,8.2399667006
12.7017435987,8.2466332458
12.697414085,8.2494591651
12.6950003914,8.2513551059
12.6950003914,8.2513551059
12.6864403742,8.2565380151
12.6847431329,8.2572732922
13.2810250837,8.0126484858
13.2838754989,8.0101363216
13.2855845192,8.0066389958
13.2853765656,8.0036725106
13.1666646297,8.087522829
13.1663628335,8.0875883229
13.1574879481,8.0885938306
13.1486250539,8.0879084374
13.1407727403,8.0855955616
13.1348204054,8.081908849
13.1314425938,8.0772662149
13.1308338906,8.0735800277
13.1308338906,8.0735800277
13.1313225423,8.0702057378
13.1355389416,8.060425615
13.1415032483,8.0518535482
13.1461733756,8.0409257905
13.1462157775,8.0406779388
13.1462157775,8.0406779388
13.1459518914,8.0389417784
13.1446041665,8.037159631
13.1432611359,8.0362173582
13.1404780935,8.0351015688
13.1371987825,8.0345762832
13.133793033,8.0347022584
13.1335483507,8.0347371716
13.1397011035,8.0211925125
13.1435205784,8.0208116657
13.1528339813,8.0211620633
13.161409801,8.0232459928
13.1659539898,8.0253251388
13.1713535039,8.0296337749
13.1739274034,8.0347149965
13.1740894014,8.0368334671
13.1740894014,8.0368334671
13.172334591,8.0447463642
13.1699223703,8.0493808434
13.1603313177,8.0630753151
13.1591068754,8.0647678497
13.1576168699,8.0693187575
13.1576168699,8.0693187575
13.158194088,8.0708474834
13.1599017535,8.0725235021
13.1625213023,8.0737678363
13.1657577439,8.0744403076
13.1692453658,8.07446552
13.1725897219,8.0738425507
13.1732590131,8.0736275518
13.1732590131,8.0736275518
13.1826704243,8.0693329341
13.1913641063,8.0621679084
13.1954185237,8.0538740533
13.1952575044,8.0479958293
13.0913755436,8.1221308349
13.0942259459,8.1196186782
13.0959349661,8.1161213524
13.0957270126,8.1131548672
12.905353618,8.1662634491
12.9047113086,8.1671875106
12.9037367049,8.1705833112
12.9047749026,8.1739589196
12.9077088042,8.176928917
12.9104205897,8.1784507842
12.9363815582,8.0434375767
12.9357671803,8.0458745071
12.9365453647,8.0485472834
12.9387463358,8.0509443007
12.9389071672,8.0510643435
12.8931453331,8.1368207252
12.8845852875,8.1420038865
12.8828880818,8.1427391467
12.8828880818,8.1427391467
12.8761487117,8.1447282426
12.8718543274,8.1453330606
12.8718543274,8.1453330606
12.8683986896,8.1454568196
12.8611449094,8.1446508018
12.8547220393,8.142474184
12.8498538592,8.1391679316
12.8470895505,8.1351052249
12.8467417664,8.1307499563
12.8474822336,8.1286489846
12.8513969129,8.1197995937
12.8533422232,8.1140769048
12.8535436748,8.112403328
12.8145229074,8.1145430352
12.8267780626,8.1048684017
12.8354854373,8.1007729159
12.8354854373,8.1007729159
12.8394589067,8.0994083022
12.8433148185,8.0986800449
12.8433148185,8.0986800449
12.8474732196,8.0982816104
12.8549499133,8.098752789
12.8618396564,8.1006641661
12.8654949337,8.1024980758
12.869832644,8.1062192403
12.8718998952,8.1105360365
12.8719804455,8.1110640173
12.8719804455,8.1110640173
12.8709636901,8.1180944456
12.8693285581,8.1212656922
12.8641510662,8.1320012292
12.8645732655,8.13339837
12.8657674932,8.1346629825
12.8675990426,8.1356299823
12.8698613228,8.1361899004
12.8722990102,8.1362807054
12.8746371025,8.1358923772
12.8747060698,8.1358729189
12.8747060698,8.1358729189
12.8816822956,8.1329347209
12.8867662568,8.1286772679
12.8886495981,8.1254313611
12.8998885432,8.1320988635
12.8955590194,8.1349247905
12.8931453331,8.1368207252
12.7530483998,8.1798721598
12.7463958299,8.1752762592
12.7323696875,8.1683265425
12.7323696875,8.1683265425
12.7315608768,8.1680669191
12.7234344765,8.1663693103
12.7447139033,8.1540849586
12.7460583323,8.1572948425
12.7476425272,8.1595097198
12.7476425272,8.1595097198
12.7531748391,8.1642566351
12.766369783,8.172181889
12.8019410565,8.1889376978
12.8017818277,8.1880841563
12.8010237092,8.1870498068
12.8002684134,8.1864987731
12.7987029134,8.1858386714
12.7975212441,8.1855865395
13.170935239,7.9080326189
13.1703208675,7.9104695456
13.1710990584,7.9131423182
13.173300023,7.9155393393
13.1734608414,7.9156593895
13.0845110986,8.0162140856
13.0865002109,8.0144296946
13.0876930191,8.0118982764
13.0875476532,8.0097205457
13.3115635863,7.8947388735
13.3072340856,7.8975645458
13.304820392,7.8994604866
13.304820392,7.8994604866
13.2962603893,7.9046433892
13.2945631205,7.9053789198
13.2945631205,7.9053789198
13.2878237714,7.9073682506
13.2835293742,7.9079730685
13.2835293742,7.9079730685
13.2800737461,7.9080973047
13.27281994,7.907292013
13.2663970893,7.9051160987
13.2615289189,7.9018105667
13.2587645908,7.897748601
13.25841681,7.8933940566
13.2591572836,7.8912930587
13.2630719483,7.8824446305
13.2650172603,7.8767227341
13.2652187191,7.8750490857
13.2261979477,7.8771914299
13.2384530073,7.8675170911
13.2471604889,7.8634215436
13.2471604889,7.8634215436
13.2511339235,7.8620566956
13.2549898571,7.8613282011
13.2549898571,7.8613282011
13.2591482546,7.8609295291
13.2666249774,7.861400227
13.2735147401,7.8633108891
13.2771699732,7.8651443154
13.2815076685,7.8688647475
13.2835749343,7.8731808093
13.2836554893,7.873708574
13.2836554893,7.873708574
13.282638777,7.8807381991
13.2810036032,7.8839092939
13.2758260984,7.8946438765
13.2762483253,7.8960405299
13.2774425529,7.8973049029
13.2792740748,7.8982716715
13.2815363664,7.8988315793
13.283974044,7.8989219109
13.2863121233,7.898533594
13.2863811182,7.8985141235
13.2863811182,7.8985141235
13.2933572889,7.8955757178
13.2984412654,7.8913185104
13.3003246412,7.8880730478
13.5398729639,7.8992597259
13.53800518,7.9001786224
13.5361838507,7.9006619627
12.3086048914,8.3002295849
12.3109262737,8.3015160388
12.3131819053,8.3021825121
13.5405817225,7.9909244987
13.5382603401,7.9895307416
13.5360047085,7.9875929181
13.5256340779,7.9020287055
13.5473182828,7.9189047287
13.5549233829,7.9387602352
13.5474213035,7.9588990818
13.5256340844,7.9772473744
13.1532144544,7.9609596713
13.1554888588,7.9632493718
13.1563507192,7.965835787
13.1563061734,7.9660202425
13.2309065993,8.0262485751
13.2341670492,8.029273786
13.2354011591,8.0327587991
13.2353381825,8.0330075693
12.6568062942,8.5011158915
12.6544302838,8.4997532813
12.652120063,8.4978468667
13.018608657,7.9959689114
13.0230791566,7.9987170974
13.026049147,8.0005365443
13.0459419844,8.0125847343
13.049441403,8.0146796346
13.0547147727,8.0178223272
13.1576168699,8.0529813799
13.1594795721,8.0478541707
13.1603313177,8.0467388956
13.1040852663,8.0456264473
13.1051857567,8.0376845621
13.109014651,8.0327044486
13.1444775555,8.0208476932
13.1451221432,8.0213374923
13.1461438611,8.0231897458
13.1461925924,8.0239731715
12.931971799,8.0459833049
12.9363160668,8.0486540681
12.9368502008,8.0489818179
13.0412570624,8.1357309223
13.0445175156,8.1387561313
13.0457516157,8.1422411501
13.0456886392,8.1424899203
12.933764855,8.1987924011
12.9366180898,8.2019457512
12.9372856698,8.2049803654
12.996559121,8.1625420429
12.9994123598,8.1656953907
13.000079935,8.1687300078
12.8626462807,8.2398482802
12.865499509,8.2430016339
12.8661670826,8.246036252
12.7946040685,8.2562398947
12.7822261217,8.2597104057
12.7790474389,8.261143385
12.8105732673,8.2630514618
12.810663182,8.2623559345
12.8095180081,8.2600195048
12.8087846513,8.2594354481
12.7777250608,8.2437671
12.7776611994,8.2420718152
12.7758032678,8.2392640874
12.7724099957,8.2369696491
12.7700290494,8.236171777
12.8252614997,8.272679456
12.8334895402,8.2660602774
12.8337179307,8.265614119
12.7680919547,8.2943313141
12.7707504781,8.2962519427
12.7720816908,8.298574142
12.7721347503,8.299565667
12.7589542988,8.2514011919
12.7606166594,8.2512479122
12.7658948645,8.2514346837
12.7707551061,8.2526061851
12.7733298498,8.2537809142
12.7763900222,8.2562224867
12.7778487744,8.2591071568
12.7777744905,8.2614119803
12.7443510938,8.255674044
12.752148738,8.2527768718
12.7589542988,8.2514011919
12.6786440482,8.3224372324
12.6783718639,8.3122132836
12.6668573638,8.2944942752
12.6627434749,8.2916301586
12.5518435848,8.394860426
12.5647774151,8.4019104492
12.5844231849,8.4124260995
12.5475751501,8.2841472985
12.570645468,8.2814817927
12.6039233975,8.2832732601
12.6345932785,8.2912099492
12.650944574,8.2989100125
12.6702312961,8.3144680438
12.6794312163,8.3325696233
12.6775080298,8.3513186587
12.6646667683,8.368758868
12.6423639206,8.3830244005
12.6131264047,8.3925270934
12.5802324695,8.3961198897
12.5473729491,8.3932424276
12.5240590564,8.3865437432
12.6137969388,8.3439307502
12.5852503364,8.3346578645
12.5626379006,8.3196384107
12.5497826937,8.3008466299
